image_path,text
/home/dzimmerman2021/Documents/fathomnet/train/rois/766_3049.png,a photo of Chionoecetes tanneri
/home/dzimmerman2021/Documents/fathomnet/train/rois/2874_9580.png,a photo of Pandalus platyceros
/home/dzimmerman2021/Documents/fathomnet/train/rois/3568_11529.png,a photo of Corallimorphus pilatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/551_2222.png,a photo of Serpulidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/7581_20973.png,a photo of Asbestopluma
/home/dzimmerman2021/Documents/fathomnet/train/rois/5648_16782.png,a photo of Pennatula phosphorea
/home/dzimmerman2021/Documents/fathomnet/train/rois/1641_6021.png,a photo of Liponema brevicorne
/home/dzimmerman2021/Documents/fathomnet/train/rois/6057_17646.png,a photo of Actinernus
/home/dzimmerman2021/Documents/fathomnet/train/rois/170_672.png,a photo of Chionoecetes tanneri
/home/dzimmerman2021/Documents/fathomnet/train/rois/733_2899.png,a photo of Actiniaria
/home/dzimmerman2021/Documents/fathomnet/train/rois/6723_19136.png,a photo of Microstomus pacificus
/home/dzimmerman2021/Documents/fathomnet/train/rois/3479_11341.png,a photo of Isididae
/home/dzimmerman2021/Documents/fathomnet/train/rois/5420_16205.png,a photo of Microstomus pacificus
/home/dzimmerman2021/Documents/fathomnet/train/rois/2977_9999.png,a photo of Umbellula
/home/dzimmerman2021/Documents/fathomnet/train/rois/5272_15818.png,a photo of Isidella tentaculum
/home/dzimmerman2021/Documents/fathomnet/train/rois/2469_8486.png,a photo of Munidopsis
/home/dzimmerman2021/Documents/fathomnet/train/rois/5546_16486.png,a photo of Abyssocucumis abyssorum
/home/dzimmerman2021/Documents/fathomnet/train/rois/199_777.png,a photo of Strongylocentrotus fragilis
/home/dzimmerman2021/Documents/fathomnet/train/rois/3008_10105.png,a photo of Benthocodon pedunculata
/home/dzimmerman2021/Documents/fathomnet/train/rois/3935_12459.png,a photo of Isidella tentaculum
/home/dzimmerman2021/Documents/fathomnet/train/rois/3714_11866.png,a photo of Caridea
/home/dzimmerman2021/Documents/fathomnet/train/rois/7983_21779.png,a photo of Mycale
/home/dzimmerman2021/Documents/fathomnet/train/rois/1693_6147.png,a photo of Chionoecetes tanneri
/home/dzimmerman2021/Documents/fathomnet/train/rois/7849_21527.png,a photo of Lithodidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/5077_15325.png,a photo of Microstomus pacificus
/home/dzimmerman2021/Documents/fathomnet/train/rois/5150_15509.png,a photo of Ceriantharia
/home/dzimmerman2021/Documents/fathomnet/train/rois/5105_15397.png,a photo of Hippasteria
/home/dzimmerman2021/Documents/fathomnet/train/rois/1171_4497.png,a photo of Heterochone calyx
/home/dzimmerman2021/Documents/fathomnet/train/rois/8286_22342.png,a photo of Delectopecten
/home/dzimmerman2021/Documents/fathomnet/train/rois/1877_6740.png,a photo of Asteroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/4465_13805.png,a photo of Farrea
/home/dzimmerman2021/Documents/fathomnet/train/rois/339_1260.png,a photo of Zoantharia
/home/dzimmerman2021/Documents/fathomnet/train/rois/5835_17189.png,a photo of Pyrosoma atlanticum
/home/dzimmerman2021/Documents/fathomnet/train/rois/1800_6504.png,a photo of Asteroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/7753_21366.png,a photo of Ophiacanthidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/6226_18081.png,a photo of Psathyrometra fragilis
/home/dzimmerman2021/Documents/fathomnet/train/rois/505_2090.png,a photo of Ophiuroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/1188_4561.png,a photo of Delectopecten
/home/dzimmerman2021/Documents/fathomnet/train/rois/2030_7219.png,a photo of Sebastolobus
/home/dzimmerman2021/Documents/fathomnet/train/rois/5437_16249.png,a photo of Sebastes diploproa
/home/dzimmerman2021/Documents/fathomnet/train/rois/3044_10201.png,a photo of Serpulidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/2570_8709.png,a photo of Gastropoda
/home/dzimmerman2021/Documents/fathomnet/train/rois/2892_9627.png,a photo of Staurocalyptus
/home/dzimmerman2021/Documents/fathomnet/train/rois/7220_20121.png,a photo of Asbestopluma monticola
/home/dzimmerman2021/Documents/fathomnet/train/rois/5832_17184.png,a photo of Isidella tentaculum
/home/dzimmerman2021/Documents/fathomnet/train/rois/2815_9438.png,a photo of Asbestopluma
/home/dzimmerman2021/Documents/fathomnet/train/rois/3823_12115.png,a photo of Munnopsidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/1827_6611.png,a photo of Psolus squamatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/6969_19632.png,a photo of Asbestopluma monticola
/home/dzimmerman2021/Documents/fathomnet/train/rois/4441_13727.png,a photo of Octopus rubescens
/home/dzimmerman2021/Documents/fathomnet/train/rois/4696_14411.png,a photo of Pandalus platyceros
/home/dzimmerman2021/Documents/fathomnet/train/rois/1984_7127.png,a photo of Ptychogastria polaris
/home/dzimmerman2021/Documents/fathomnet/train/rois/3428_11136.png,a photo of Isididae
/home/dzimmerman2021/Documents/fathomnet/train/rois/8960_23647.png,a photo of Acanthoptilum
/home/dzimmerman2021/Documents/fathomnet/train/rois/1188_4569.png,a photo of Serpulidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/170_668.png,a photo of Pannychia moseleyi
/home/dzimmerman2021/Documents/fathomnet/train/rois/1689_6141.png,a photo of Acanthoptilum
/home/dzimmerman2021/Documents/fathomnet/train/rois/999_3860.png,a photo of Funiculina
/home/dzimmerman2021/Documents/fathomnet/train/rois/2861_9537.png,a photo of Munnopsidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/6090_17719.png,a photo of Lithodidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/1197_4590.png,a photo of Crinoidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/6303_18276.png,a photo of Pyrosoma atlanticum
/home/dzimmerman2021/Documents/fathomnet/train/rois/3865_12247.png,a photo of Ceriantharia
/home/dzimmerman2021/Documents/fathomnet/train/rois/3235_10711.png,a photo of Scotoplanes
/home/dzimmerman2021/Documents/fathomnet/train/rois/8733_23162.png,a photo of Apostichopus leukothele
/home/dzimmerman2021/Documents/fathomnet/train/rois/6674_19018.png,a photo of Actinernus
/home/dzimmerman2021/Documents/fathomnet/train/rois/6578_18808.png,a photo of Acanthoptilum
/home/dzimmerman2021/Documents/fathomnet/train/rois/148_562.png,a photo of Ophiuroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/6451_18564.png,a photo of Amphipoda
/home/dzimmerman2021/Documents/fathomnet/train/rois/1674_6117.png,a photo of Asteroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/1073_4145.png,a photo of Rathbunaster californicus
/home/dzimmerman2021/Documents/fathomnet/train/rois/5229_15731.png,a photo of Acanthoptilum
/home/dzimmerman2021/Documents/fathomnet/train/rois/2766_9343.png,a photo of Isididae
/home/dzimmerman2021/Documents/fathomnet/train/rois/3675_11778.png,a photo of Corallimorphus pilatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/2692_9135.png,a photo of Benthocodon pedunculata
/home/dzimmerman2021/Documents/fathomnet/train/rois/2023_7206.png,a photo of Isosicyonis
/home/dzimmerman2021/Documents/fathomnet/train/rois/1021_3946.png,a photo of Actiniaria
/home/dzimmerman2021/Documents/fathomnet/train/rois/2946_9837.png,a photo of Funiculina
/home/dzimmerman2021/Documents/fathomnet/train/rois/3684_11803.png,a photo of Umbellula
/home/dzimmerman2021/Documents/fathomnet/train/rois/7726_21322.png,a photo of Gersemia juliepackardae
/home/dzimmerman2021/Documents/fathomnet/train/rois/5205_15642.png,a photo of Vesicomyidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/2525_8600.png,a photo of Keratoisis
/home/dzimmerman2021/Documents/fathomnet/train/rois/6501_18684.png,a photo of Parastenella
/home/dzimmerman2021/Documents/fathomnet/train/rois/7608_21058.png,a photo of Delectopecten
/home/dzimmerman2021/Documents/fathomnet/train/rois/4055_12754.png,a photo of Sebastes diploproa
/home/dzimmerman2021/Documents/fathomnet/train/rois/6207_18041.png,a photo of Apostichopus leukothele
/home/dzimmerman2021/Documents/fathomnet/train/rois/7208_20100.png,a photo of Scleractinia
/home/dzimmerman2021/Documents/fathomnet/train/rois/357_1361.png,a photo of Farrea
/home/dzimmerman2021/Documents/fathomnet/train/rois/1370_5131.png,a photo of Porifera
/home/dzimmerman2021/Documents/fathomnet/train/rois/7977_21767.png,a photo of Abyssocucumis abyssorum
/home/dzimmerman2021/Documents/fathomnet/train/rois/3181_10561.png,a photo of Merluccius productus
/home/dzimmerman2021/Documents/fathomnet/train/rois/2839_9495.png,a photo of Paelopatides confundens
/home/dzimmerman2021/Documents/fathomnet/train/rois/4225_13187.png,a photo of Scleractinia
/home/dzimmerman2021/Documents/fathomnet/train/rois/1275_4830.png,a photo of Vesicomyidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/2354_8039.png,a photo of Keratoisis
/home/dzimmerman2021/Documents/fathomnet/train/rois/6635_18926.png,a photo of Caridea
/home/dzimmerman2021/Documents/fathomnet/train/rois/8894_23472.png,a photo of Psathyrometra fragilis
/home/dzimmerman2021/Documents/fathomnet/train/rois/2854_9517.png,a photo of Tunicata
/home/dzimmerman2021/Documents/fathomnet/train/rois/3700_11835.png,a photo of Funiculina
/home/dzimmerman2021/Documents/fathomnet/train/rois/2477_8499.png,a photo of Isosicyonis
/home/dzimmerman2021/Documents/fathomnet/train/rois/5368_16039.png,a photo of Holothuroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/5847_17206.png,a photo of Microstomus pacificus
/home/dzimmerman2021/Documents/fathomnet/train/rois/39_119.png,a photo of Heterochone calyx
/home/dzimmerman2021/Documents/fathomnet/train/rois/6669_18990.png,a photo of Actinernus
/home/dzimmerman2021/Documents/fathomnet/train/rois/6604_18859.png,a photo of Asbestopluma
/home/dzimmerman2021/Documents/fathomnet/train/rois/1984_7067.png,a photo of Serpulidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/7442_20624.png,a photo of Scleractinia
/home/dzimmerman2021/Documents/fathomnet/train/rois/3012_10123.png,a photo of Scotoplanes globosa
/home/dzimmerman2021/Documents/fathomnet/train/rois/7650_21159.png,a photo of Elpidia
/home/dzimmerman2021/Documents/fathomnet/train/rois/3253_10740.png,a photo of Ceriantharia
/home/dzimmerman2021/Documents/fathomnet/train/rois/2974_9969.png,a photo of Staurocalyptus
/home/dzimmerman2021/Documents/fathomnet/train/rois/1065_4091.png,a photo of Keratoisis
/home/dzimmerman2021/Documents/fathomnet/train/rois/4934_14932.png,a photo of Terebellidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/3102_10401.png,a photo of Paragorgia arborea
/home/dzimmerman2021/Documents/fathomnet/train/rois/1030_4007.png,a photo of Actinernus
/home/dzimmerman2021/Documents/fathomnet/train/rois/7804_21438.png,a photo of Acanthascinae
/home/dzimmerman2021/Documents/fathomnet/train/rois/7667_21197.png,a photo of Florometra serratissima
/home/dzimmerman2021/Documents/fathomnet/train/rois/7038_19762.png,a photo of Scleractinia
/home/dzimmerman2021/Documents/fathomnet/train/rois/7069_19838.png,a photo of Scleractinia
/home/dzimmerman2021/Documents/fathomnet/train/rois/1235_4709.png,a photo of Peniagone
/home/dzimmerman2021/Documents/fathomnet/train/rois/1758_6352.png,a photo of Vesicomyidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/3387_11050.png,a photo of Abyssocucumis abyssorum
/home/dzimmerman2021/Documents/fathomnet/train/rois/4340_13462.png,a photo of Vesicomyidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/8730_23154.png,a photo of Corallimorphus pilatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/5616_16718.png,a photo of Actinopterygii
/home/dzimmerman2021/Documents/fathomnet/train/rois/733_2901.png,a photo of Actiniaria
/home/dzimmerman2021/Documents/fathomnet/train/rois/1533_5684.png,a photo of Actiniaria
/home/dzimmerman2021/Documents/fathomnet/train/rois/1399_5259.png,a photo of Farrea
/home/dzimmerman2021/Documents/fathomnet/train/rois/3465_11317.png,a photo of Scotoplanes
/home/dzimmerman2021/Documents/fathomnet/train/rois/7262_20225.png,a photo of Heterocarpus
/home/dzimmerman2021/Documents/fathomnet/train/rois/2723_9207.png,a photo of Merluccius productus
/home/dzimmerman2021/Documents/fathomnet/train/rois/6108_17770.png,a photo of Asbestopluma monticola
/home/dzimmerman2021/Documents/fathomnet/train/rois/138_527.png,a photo of Octopus rubescens
/home/dzimmerman2021/Documents/fathomnet/train/rois/2673_9099.png,a photo of Psathyrometra fragilis
/home/dzimmerman2021/Documents/fathomnet/train/rois/285_1054.png,a photo of Porifera
/home/dzimmerman2021/Documents/fathomnet/train/rois/1277_4845.png,a photo of Heterochone calyx
/home/dzimmerman2021/Documents/fathomnet/train/rois/863_3391.png,a photo of Psolus squamatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/6232_18124.png,a photo of Delectopecten
/home/dzimmerman2021/Documents/fathomnet/train/rois/8022_21860.png,a photo of Lithodidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/4415_13664.png,a photo of Elpidia
/home/dzimmerman2021/Documents/fathomnet/train/rois/7603_21034.png,a photo of Asbestopluma monticola
/home/dzimmerman2021/Documents/fathomnet/train/rois/4716_14468.png,a photo of Pyrosoma atlanticum
/home/dzimmerman2021/Documents/fathomnet/train/rois/4273_13318.png,a photo of Paralomis multispina
/home/dzimmerman2021/Documents/fathomnet/train/rois/5568_16535.png,a photo of Abyssocucumis abyssorum
/home/dzimmerman2021/Documents/fathomnet/train/rois/4081_12809.png,a photo of Farrea
/home/dzimmerman2021/Documents/fathomnet/train/rois/4851_14777.png,a photo of Mycale
/home/dzimmerman2021/Documents/fathomnet/train/rois/4273_13321.png,a photo of Paralomis multispina
/home/dzimmerman2021/Documents/fathomnet/train/rois/5539_16473.png,a photo of Paralomis multispina
/home/dzimmerman2021/Documents/fathomnet/train/rois/5436_16247.png,a photo of Paelopatides confundens
/home/dzimmerman2021/Documents/fathomnet/train/rois/2623_8960.png,a photo of Munnopsidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/1951_6970.png,a photo of Peniagone
/home/dzimmerman2021/Documents/fathomnet/train/rois/1418_5301.png,a photo of Porifera
/home/dzimmerman2021/Documents/fathomnet/train/rois/1648_6056.png,a photo of Psolus squamatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/3441_11196.png,a photo of Merluccius productus
/home/dzimmerman2021/Documents/fathomnet/train/rois/41_162.png,a photo of Hexactinellida
/home/dzimmerman2021/Documents/fathomnet/train/rois/357_1364.png,a photo of Actinernus
/home/dzimmerman2021/Documents/fathomnet/train/rois/1910_6881.png,a photo of Asteroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/1376_5163.png,a photo of Chionoecetes tanneri
/home/dzimmerman2021/Documents/fathomnet/train/rois/4371_13570.png,a photo of Asbestopluma monticola
/home/dzimmerman2021/Documents/fathomnet/train/rois/8709_23098.png,a photo of Apostichopus leukothele
/home/dzimmerman2021/Documents/fathomnet/train/rois/2576_8729.png,a photo of Serpulidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/2946_9848.png,a photo of Funiculina
/home/dzimmerman2021/Documents/fathomnet/train/rois/2541_8651.png,a photo of Chionoecetes tanneri
/home/dzimmerman2021/Documents/fathomnet/train/rois/69_300.png,a photo of Ophiuroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/3536_11458.png,a photo of Crinoidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/2196_7685.png,a photo of Acanthoptilum
/home/dzimmerman2021/Documents/fathomnet/train/rois/8270_22302.png,a photo of Acanthascinae
/home/dzimmerman2021/Documents/fathomnet/train/rois/4300_13392.png,a photo of Pannychia moseleyi
/home/dzimmerman2021/Documents/fathomnet/train/rois/3573_11539.png,a photo of Lithodidae
/home/dzimmerman2021/Documents/fathomnet/train/rois/5878_17292.png,a photo of Holothuroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/2396_8183.png,a photo of Scleractinia
/home/dzimmerman2021/Documents/fathomnet/train/rois/4892_14850.png,a photo of Mycale
/home/dzimmerman2021/Documents/fathomnet/train/rois/6764_19220.png,a photo of Elpidia
/home/dzimmerman2021/Documents/fathomnet/train/rois/2039_7243.png,a photo of Psolus squamatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/5907_17382.png,a photo of Umbellula
/home/dzimmerman2021/Documents/fathomnet/train/rois/4544_13991.png,a photo of Corallimorphus pilatus
/home/dzimmerman2021/Documents/fathomnet/train/rois/40_124.png,a photo of Porifera
/home/dzimmerman2021/Documents/fathomnet/train/rois/2684_9117.png,a photo of Pannychia moseleyi
/home/dzimmerman2021/Documents/fathomnet/train/rois/4555_14033.png,a photo of Crinoidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/4453_13774.png,a photo of Paragorgia
/home/dzimmerman2021/Documents/fathomnet/train/rois/324_1206.png,a photo of Ophiuroidea
/home/dzimmerman2021/Documents/fathomnet/train/rois/2264_7846.png,a photo of Metridium farcimen
/home/dzimmerman2021/Documents/fathomnet/train/rois/5072_15315.png,a photo of Acanthascinae
